1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
72.58780488,72.68780488,73.03658537,73.2902439,73.8902439,74.24634146,74.54878049,74.69756098,74.94634146,75.29512195,75.64634146,75.94634146,76.04634146,76.19756098,76.29512195,76.59512195,76.89756098,77.3,77.55121951,77.95121951
62.798,63.091,63.338,63.547,63.724,63.872,63.998,64.114,64.231,64.365,64.527,64.725,64.961,65.237,65.552,65.903,66.278,66.665,67.057,67.442
40.386,40.504,40.545,40.506,40.377,40.147,39.827,39.439,39.009,38.563,38.122,37.717,37.384,37.158,37.083,37.194,37.496,37.98,38.634,39.441
56.658,57.058,57.601,58.283,59.097,60.025,61.024,62.044,63.05,64,64.858,65.617,66.273,66.824,67.277,67.651,67.978,68.284,68.581,68.875
45.068,45.394,45.696,45.961,46.146,46.2,46.115,45.912,45.634,45.378,45.26,45.361,45.721,46.337,47.151,48.067,48.967,49.754,50.392,50.869
39.206,39.41,39.671,40.005,40.423,40.931,41.513,42.149,42.825,43.524,44.232,44.932,45.611,46.257,46.855,47.395,47.884,48.333,48.754,49.166
60.014,59.992,59.878,59.688,59.442,59.161,58.874,58.608,58.392,58.247,58.188,58.212,58.318,58.511,58.795,59.172,59.631,60.159,60.742,61.365
65.873,66.154,66.409,66.631,66.819,66.978,67.113,67.233,67.341,67.436,67.519,67.59,67.647,67.695,67.731,67.753,67.762,67.768,67.781,67.822
70.62926829,70.68902439,70.47902439,70.75097561,70.73463415,71.02121951,71.08878049,71.20780488,71.02634146,70.93268293,70.88292683,71.79512195,72.44878049,72.3,72.25365854,72.65365854,72.70487805,72.55121951,72.90243902,73.05121951
71.20487805,71.05365854,70.54146341,70.90243902,71.35121951,71.80243902,72.00243902,72.44634146,72.70487805,73.20487805,73.35365854,73.30487805,73.25365854,73.40487805,73.95853659,74.45853659,74.70731707,74.80731707,75.0097561,75.41219512
76.02609756,76.32731707,76.55170732,76.81585366,76.66780488,76.93121951,77.09219512,76.97926829,77.72682927,77.53682927,77.66682927,77.99878049,78.0604878,78.6502439,78.7404878,78.95902439,79.19756098,79.33902439,79.44146341,79.64390244
56.453,57.307,58.158,58.978,59.749,60.46,61.081,61.572,61.885,61.95,61.7,61.112,60.192,58.958,57.422,55.606,53.595,51.498,49.424,47.49
66.359,66.928,67.477,68.005,68.508,68.981,69.423,69.831,70.207,70.553,70.871,71.167,71.444,71.708,71.961,72.205,72.439,72.664,72.882,73.11
45.071,45.351,45.63,45.903,46.162,46.397,46.601,46.772,46.91,47.019,47.108,47.187,47.265,47.345,47.426,47.498,47.559,47.61,47.657,47.713
52.863,53.365,53.839,54.276,54.673,55.028,55.336,55.592,55.784,55.887,55.872,55.734,55.485,55.147,54.757,54.36,54.001,53.722,53.547,53.491
64.993,65.635,66.353,67.128,67.911,68.641,69.265,69.745,70.071,70.248,70.3,70.281,70.239,70.202,70.191,70.215,70.267,70.348,70.463,70.623
57.314,57.602,57.975,58.413,58.847,59.183,59.355,59.335,59.138,58.824,58.48,58.212,58.104,58.192,58.497,59.003,59.65,60.379,61.161,61.974
61.311,61.622,61.92,62.193,62.426,62.605,62.727,62.796,62.82,62.81,62.784,62.761,62.758,62.786,62.851,62.953,63.084,63.237,63.413,63.613
36.185,38.175,40.132,41.932,43.482,44.755,45.831,46.791,47.661,48.492,49.345,50.261,51.267,52.366,53.538,54.737,55.907,57.011,58.037,59.002
67.128,67.365,67.6,67.831,68.054,68.266,68.463,68.641,68.799,68.935,69.049,69.143,69.223,69.29,69.351,69.41,69.471,69.535,69.601,69.667
66.694,66.854,67.015,67.179,67.344,67.507,67.666,67.816,67.957,68.086,68.201,68.305,68.402,68.496,68.597,68.713,68.85,69.011,69.199,69.413
62.924,63.769,64.53,65.211,65.831,66.414,66.989,67.574,68.176,68.792,69.407,70.001,70.555,71.062,71.517,71.921,72.282,72.608,72.904,73.172
59.297,59.915,60.52,61.111,61.682,62.231,62.758,63.266,63.763,64.256,64.757,65.275,65.815,66.377,66.963,67.57,68.189,68.807,69.417,70.005
50.421,50.526,50.613,50.683,50.726,50.725,50.671,50.561,50.403,50.206,49.978,49.743,49.529,49.365,49.287,49.329,49.503,49.809,50.248,50.801
49.955,49.831,49.615,49.304,48.892,48.378,47.784,47.145,46.492,45.853,45.252,44.715,44.272,43.961,43.824,43.899,44.19,44.685,45.373,46.229
68.81082927,68.9012439,69.0774878,69.31734146,69.57478049,69.7912439,70.49512195,70.49756098,70.5195122,70.09756098,69.29804878,68.77097561,68.13073171,67.54121951,66.74195122,67.02243902,67.57634146,68.37487805,67.98097561,67.67560976
70.536,70.814,71.085,71.343,71.583,71.804,72.008,72.201,72.386,72.569,72.757,72.955,73.166,73.388,73.62,73.854,74.086,74.309,74.523,74.731
74.0097561,74.36097561,74.46341463,74.56341463,74.56341463,74.61463415,74.76585366,74.76585366,75.01707317,75.21463415,75.36585366,75.61707317,75.4195122,75.6195122,75.62195122,76.02682927,76.42926829,76.5804878,76.58292683,76.63658537
64.914,65.206,65.504,65.796,66.059,66.27,66.416,66.495,66.512,66.481,66.424,66.368,66.336,66.343,66.396,66.494,66.626,66.782,66.959,67.156
68.031,68.456,68.856,69.223,69.551,69.835,70.078,70.283,70.451,70.58,70.669,70.723,70.748,70.752,70.745,70.736,70.731,70.738,70.762,70.809
68.795,69.038,69.272,69.497,69.715,69.923,70.123,70.312,70.491,70.658,70.811,70.951,71.079,71.2,71.321,71.451,71.596,71.756,71.93,72.112
71.93070732,72.1662439,72.4102439,72.66221951,72.92217073,73.18704878,73.45385366,73.71758537,73.9782439,74.23585366,74.49195122,74.74704878,75.00265854,75.25729268,75.50992683,75.75902439,76.00253659,76.23697561,76.46185366,76.6195122
67.942,68.203,68.439,68.688,68.972,69.293,69.624,69.943,70.252,70.551,70.842,71.124,71.399,71.666,71.923,72.168,72.399,72.617,72.824,73.025
60.528,61.087,61.632,62.158,62.659,63.131,63.574,63.986,64.368,64.721,65.047,65.349,65.633,65.903,66.162,66.414,66.66,66.899,67.134,67.363
63.937,64.289,64.617,64.92,65.194,65.443,65.67,65.883,66.085,66.281,66.47,66.655,66.842,67.037,67.249,67.491,67.764,68.067,68.399,68.748
49.778,50.981,52.117,53.17,54.12,54.959,55.692,56.331,56.881,57.346,57.73,58.047,58.318,58.566,58.817,59.096,59.415,59.782,60.204,60.683
58.637,59.191,59.766,60.353,60.946,61.54,62.109,62.619,63.035,63.307,63.384,63.247,62.894,62.331,61.561,60.595,59.489,58.315,57.144,56.048
52.863,52.905,52.915,52.87,52.72,52.402,51.888,51.173,50.282,49.249,48.125,46.987,45.919,44.983,44.242,43.735,43.461,43.413,43.594,44
60.203,60.65,61.025,61.28,61.356,61.199,60.792,60.136,59.235,58.1,56.749,55.243,53.653,52.044,50.48,49.009,47.661,46.466,45.461,44.649
